concurso;data_sorteio;data_extracao;numero;time1;gols_time1;time2;gols_time2;resultado
586;02/12/2013;2025-10-14 22:40:02;8;CORITIBA/PR;2;BOTAFOGO/RJ;1;CORITIBA/PR
586;02/12/2013;2025-10-14 22:40:02;9;PONTE PRETA/SP;0;PORTUGUESA/SP;2;PORTUGUESA/SP
586;02/12/2013;2025-10-14 22:40:02;10;SANTOS/SP;2;ATHLETICO/PR;1;SANTOS/SP
586;02/12/2013;2025-10-14 22:40:02;11;VASCO DA GAMA/RJ;2;NAUTICO/PE;0;VASCO DA GAMA/RJ
586;02/12/2013;2025-10-14 22:40:02;12;CRICIUMA/SC;1;SAO PAULO/SP;0;CRICIUMA/SC
586;02/12/2013;2025-10-14 22:40:02;13;CRUZEIRO/MG;1;BAHIA/BA;2;BAHIA/BA
586;02/12/2013;2025-10-14 22:40:02;14;CORINTHIANS/SP;0;INTERNACIONAL/RS;0;EMPATE
587;09/12/2013;2025-10-14 22:40:08;1;FLAMENGO/RJ;1;CRUZEIRO/MG;1;EMPATE
587;09/12/2013;2025-10-14 22:40:08;2;ATLETICO/MG;2;VITORIA/BA;2;EMPATE
587;09/12/2013;2025-10-14 22:40:08;3;ATHLETICO/PR;5;VASCO DA GAMA/RJ;1;ATHLETICO/PR
587;09/12/2013;2025-10-14 22:40:08;4;BOTAFOGO/RJ;3;CRICIUMA/SC;0;BOTAFOGO/RJ
587;09/12/2013;2025-10-14 22:40:08;5;AGUIA/PA;5;TIME NEGRA/PA;2;AGUIA/PA
587;09/12/2013;2025-10-14 22:40:08;6;INDEPENDENTE/PA;0;GAVIAO/PA;2;GAVIAO/PA
587;09/12/2013;2025-10-14 22:40:08;7;TUNA LUSO/PA;1;CASTANHAL/PA;1;EMPATE
587;09/12/2013;2025-10-14 22:40:08;8;SAO RAIMUNDO/PA;2;PARAUAPEBAS/PA;1;SAO RAIMUNDO/PA
587;09/12/2013;2025-10-14 22:40:08;9;INTERNACIONAL/RS;0;PONTE PRETA/SP;0;EMPATE
587;09/12/2013;2025-10-14 22:40:08;10;BAHIA/BA;1;FLUMINENSE/RJ;2;FLUMINENSE/RJ
587;09/12/2013;2025-10-14 22:40:08;11;PORTUGUESA/SP;0;GREMIO/RS;0;EMPATE
587;09/12/2013;2025-10-14 22:40:08;12;NAUTICO/PE;1;CORINTHIANS/SP;0;NAUTICO/PE
587;09/12/2013;2025-10-14 22:40:08;13;GOIAS/GO;0;SANTOS/SP;3;SANTOS/SP
587;09/12/2013;2025-10-14 22:40:08;14;SAO PAULO/SP;0;CORITIBA/PR;1;CORITIBA/PR
588;06/01/2014;2025-10-14 22:40:14;1;GOIAS/GO;0;SANTA CRUZ/PE;1;SANTA CRUZ/PE
588;06/01/2014;2025-10-14 22:40:14;2;CORITIBA/PR;2;AMERICA/RN;0;CORITIBA/PR
588;06/01/2014;2025-10-14 22:40:14;3;INTER LIMEIRA/SP;1;XV PIRACICABA/SP;1;EMPATE
588;06/01/2014;2025-10-14 22:40:14;4;PARANA/PR;2;GUARANI/SP;1;PARANA/PR
588;06/01/2014;2025-10-14 22:40:14;5;FORTALEZA/CE;0;CRB/AL;6;CRB/AL
588;06/01/2014;2025-10-14 22:40:14;6;PALMEIRAS/SP;1;FLUMINENSE/BA;0;PALMEIRAS/SP
588;06/01/2014;2025-10-14 22:40:14;7;AVAI/SC;2;MOGI MIRIM/SP;1;AVAI/SC
588;06/01/2014;2025-10-14 22:40:14;8;BOTAFOGO/RJ;3;JI-PARANA;1;BOTAFOGO/RJ
588;06/01/2014;2025-10-14 22:40:14;9;FIGUEIRENSE/SC;4;PAYSANDU/PA;0;FIGUEIRENSE/SC
588;06/01/2014;2025-10-14 22:40:14;10;VITORIA/BA;2;JUVENTUS/SP;0;VITORIA/BA
588;06/01/2014;2025-10-14 22:40:14;11;FLUMINENSE/RJ;4;CONFIANCA/SE;0;FLUMINENSE/RJ
588;06/01/2014;2025-10-14 22:40:14;12;NAUTICO/PE;0;PAULISTA/SP;1;PAULISTA/SP
588;06/01/2014;2025-10-14 22:40:14;13;AMERICA/MG;2;VILA NOVA/GO;2;EMPATE
588;06/01/2014;2025-10-14 22:40:14;14;CORINTHIANS/SP;1;REMO/PA;1;EMPATE
589;13/01/2014;2025-10-14 22:40:20;1;FERROVIARIO/CE;0;FORTALEZA/CE;4;FORTALEZA/CE
589;13/01/2014;2025-10-14 22:40:20;2;PAYSANDU/PA;2;GAVIAO/PA;1;PAYSANDU/PA
589;13/01/2014;2025-10-14 22:40:20;3;PARAGOMINAS/PA;0;INDEPENDENTE/PA;0;EMPATE
589;13/01/2014;2025-10-14 22:40:20;4;HORIZONTE/CE;3;ICASA/CE;1;HORIZONTE/CE
589;13/01/2014;2025-10-14 22:40:20;5;SANTA CRUZ/PA;0;SAO FRANCISCO/PA;0;EMPATE
589;13/01/2014;2025-10-14 22:40:20;6;AMERICA/RN;0;VILLA NOVA/MG;1;VILLA NOVA/MG
589;13/01/2014;2025-10-14 22:40:20;7;JI-PARANA;2;RIO BRANCO/AC;1;JI-PARANA
589;13/01/2014;2025-10-14 22:40:20;8;MARILIA/SP;0;INTERNACIONAL/RS;2;INTERNACIONAL/RS
589;13/01/2014;2025-10-14 22:40:20;9;CRB/AL;2;PONTE PRETA/SP;2;EMPATE
589;13/01/2014;2025-10-14 22:40:20;10;SAO BERNARDO/SP;1;NAUTICO/PE;1;EMPATE
589;13/01/2014;2025-10-14 22:40:20;11;REMO/PA;1;XV PIRACICABA/SP;2;XV PIRACICABA/SP
589;13/01/2014;2025-10-14 22:40:20;12;ATIBAIA/SP;0;AMERICA/MG;3;AMERICA/MG
589;13/01/2014;2025-10-14 22:40:20;13;PORTUGUESA/SP;2;BAHIA/BA;1;PORTUGUESA/SP
589;13/01/2014;2025-10-14 22:40:20;14;INTER LIMEIRA/SP;0;CORINTHIANS/SP;4;CORINTHIANS/SP
590;20/01/2014;2025-10-14 22:40:26;1;PORTUGUESA/SP;1;CORINTHIANS/SP;2;CORINTHIANS/SP
590;20/01/2014;2025-10-14 22:40:26;2;REMO/PA;2;SANTA CRUZ/PA;1;REMO/PA
590;20/01/2014;2025-10-14 22:40:26;3;MADUREIRA/RJ;3;FLUMINENSE/RJ;2;MADUREIRA/RJ
590;20/01/2014;2025-10-14 22:40:26;4;GAMA/DF;0;LUZIANIA/GO;1;LUZIANIA/GO
590;20/01/2014;2025-10-14 22:40:26;5;ITAPIPOCA/CE;1;FORTALEZA/CE;3;FORTALEZA/CE
590;20/01/2014;2025-10-14 22:40:26;6;ANAPOLINA/GO;0;GOIAS/GO;1;GOIAS/GO
590;20/01/2014;2025-10-14 22:40:26;7;VASCO DA GAMA/RJ;1;BOAVISTA/RJ;1;EMPATE
590;20/01/2014;2025-10-14 22:40:26;8;PONTE PRETA/SP;1;ITUANO/SP;0;PONTE PRETA/SP
590;20/01/2014;2025-10-14 22:40:26;9;SERRA TALHADA/PE;1;CENTRAL/PE;1;EMPATE
590;20/01/2014;2025-10-14 22:40:26;10;VERANOPOLIS/RS;2;CAXIAS/RS;2;EMPATE
590;20/01/2014;2025-10-14 22:40:26;11;PARANA/PR;2;CIANORTE/PR;0;PARANA/PR
590;20/01/2014;2025-10-14 22:40:26;12;SANTOS/SP;1;XV PIRACICABA/SP;0;SANTOS/SP
590;20/01/2014;2025-10-14 22:40:26;13;ALECRIM/RN;1;PALMEIRA/RN;1;EMPATE
590;20/01/2014;2025-10-14 22:40:26;14;BRAGANTINO/SP;2;SAO PAULO/SP;0;BRAGANTINO/SP
591;28/01/2014;2025-10-14 22:40:32;1;CORITIBA/PR;2;PARANA/PR;0;CORITIBA/PR
591;28/01/2014;2025-10-14 22:40:32;2;GOIAS/GO;0;VILA NOVA/GO;0;EMPATE
591;28/01/2014;2025-10-14 22:40:32;3;REMO/PA;1;PAYSANDU/PA;2;PAYSANDU/PA
591;28/01/2014;2025-10-14 22:40:32;4;JOINVILLE/SC;1;CRICIUMA/SC;1;EMPATE
591;28/01/2014;2025-10-14 22:40:32;5;HORIZONTE/CE;2;FORTALEZA/CE;2;EMPATE
591;28/01/2014;2025-10-14 22:40:32;6;FLAMENGO/RJ;2;DUQUE DE CAXIAS/RJ;2;EMPATE
591;28/01/2014;2025-10-14 22:40:32;7;CABOFRIENSE/RJ;2;BOTAFOGO/RJ;1;CABOFRIENSE/RJ
591;28/01/2014;2025-10-14 22:40:32;8;SAO PAULO/SP;2;OESTE/SP;1;SAO PAULO/SP
591;28/01/2014;2025-10-14 22:40:32;9;VASCO DA GAMA/RJ;6;FRIBURGUENSE/RJ;0;VASCO DA GAMA/RJ
591;28/01/2014;2025-10-14 22:40:32;10;ABC/RN;2;ALECRIM/RN;0;ABC/RN
591;28/01/2014;2025-10-14 22:40:32;11;SANTA MARIA/DF;2;CEILANDIA/DF;1;SANTA MARIA/DF
591;28/01/2014;2025-10-14 22:40:32;12;CRB/AL;2;TREZE/PB;1;CRB/AL
591;28/01/2014;2025-10-14 22:40:32;13;ITUANO/SP;0;SANTOS/SP;1;SANTOS/SP
591;28/01/2014;2025-10-14 22:40:32;14;BOTAFOGO/PB;1;NAUTICO/PE;0;BOTAFOGO/PB
592;03/02/2014;2025-10-14 22:40:38;1;VASCO DA GAMA/RJ;1;BOTAFOGO/RJ;0;VASCO DA GAMA/RJ
592;03/02/2014;2025-10-14 22:40:38;2;PONTE PRETA/SP;2;CORINTHIANS/SP;1;PONTE PRETA/SP
592;03/02/2014;2025-10-14 22:40:38;3;PARAGOMINAS/PA;1;REMO/PA;0;PARAGOMINAS/PA
592;03/02/2014;2025-10-14 22:40:38;4;SERGIPE/SE;1;AMERICA/RN;1;EMPATE
592;03/02/2014;2025-10-14 22:40:38;5;CORITIBA/PR;1;CIANORTE/PR;1;EMPATE
592;03/02/2014;2025-10-14 22:40:38;6;FLAMENGO/RJ;5;MACAE/RJ;2;FLAMENGO/RJ
592;03/02/2014;2025-10-14 22:40:38;7;NAUTICO/PE;0;SPORT/PE;3;SPORT/PE
592;03/02/2014;2025-10-14 22:40:38;8;SANTOS/SP;5;BOTAFOGO/SP;1;SANTOS/SP
592;03/02/2014;2025-10-14 22:40:38;9;SANTA CRUZ/PE;2;BAHIA/BA;1;SANTA CRUZ/PE
592;03/02/2014;2025-10-14 22:40:38;10;FIGUEIRENSE/SC;3;METROPOLITANO/SC;2;FIGUEIRENSE/SC
592;03/02/2014;2025-10-14 22:40:38;11;JUVENTUDE/RS;1;GREMIO/RS;1;EMPATE
592;03/02/2014;2025-10-14 22:40:38;12;BANGU/RJ;0;FLUMINENSE/RJ;1;FLUMINENSE/RJ
592;03/02/2014;2025-10-14 22:40:38;13;CEARA/CE;2;TREZE/PB;0;CEARA/CE
592;03/02/2014;2025-10-14 22:40:38;14;PALMEIRAS/SP;2;SAO PAULO/SP;0;PALMEIRAS/SP
593;10/02/2014;2025-10-14 22:40:44;1;FLAMENGO/RJ;0;FLUMINENSE/RJ;3;FLUMINENSE/RJ
593;10/02/2014;2025-10-14 22:40:44;2;AVAI/SC;0;CRICIUMA/SC;0;EMPATE
593;10/02/2014;2025-10-14 22:40:44;3;PONTE PRETA/SP;2;SAO PAULO/SP;1;PONTE PRETA/SP
593;10/02/2014;2025-10-14 22:40:44;4;CRUZEIRO/MG;2;AMERICA/MG;0;CRUZEIRO/MG
593;10/02/2014;2025-10-14 22:40:44;5;ATHLETICO/PR;3;CORITIBA/PR;0;ATHLETICO/PR
593;10/02/2014;2025-10-14 22:40:44;6;BOTAFOGO/RJ;0;FRIBURGUENSE/RJ;1;FRIBURGUENSE/RJ
593;10/02/2014;2025-10-14 22:40:44;7;TUPI/MG;2;ATLETICO/MG;0;TUPI/MG
593;10/02/2014;2025-10-14 22:40:44;8;ITAPIPOCA/CE;0;GUARANI/CE;1;GUARANI/CE
593;10/02/2014;2025-10-14 22:40:44;9;SAO MATEUS/ES;2;LINHARES/ES;0;SAO MATEUS/ES
593;10/02/2014;2025-10-14 22:40:44;10;BRAGANTINO/SP;1;BOTAFOGO/SP;1;EMPATE
593;10/02/2014;2025-10-14 22:40:44;11;MOGI MIRIM/SP;1;CORINTHIANS/SP;1;EMPATE
593;10/02/2014;2025-10-14 22:40:44;12;BANGU/RJ;0;MACAE/RJ;2;MACAE/RJ
593;10/02/2014;2025-10-14 22:40:44;13;ANAPOLINA/GO;3;CRAC/GO;0;ANAPOLINA/GO
593;10/02/2014;2025-10-14 22:40:44;14;GREMIO/RS;1;INTERNACIONAL/RS;1;EMPATE
594;17/02/2014;2025-10-14 22:40:50;1;VASCO DA GAMA/RJ;1;FLAMENGO/RJ;2;FLAMENGO/RJ
594;17/02/2014;2025-10-14 22:40:50;2;CORINTHIANS/SP;1;PALMEIRAS/SP;1;EMPATE
594;17/02/2014;2025-10-14 22:40:50;3;FIGUEIRENSE/SC;1;AVAI/SC;2;AVAI/SC
594;17/02/2014;2025-10-14 22:40:50;4;BRASILIENSE/DF;0;GAMA/DF;0;EMPATE
594;17/02/2014;2025-10-14 22:40:50;5;VILA NOVA/GO;1;GOIAS/GO;3;GOIAS/GO
594;17/02/2014;2025-10-14 22:40:50;6;CRICIUMA/SC;2;CHAPECOENSE/SC;1;CRICIUMA/SC
594;17/02/2014;2025-10-14 22:40:50;7;DUQUE DE CAXIAS/RJ;1;BOTAFOGO/RJ;2;BOTAFOGO/RJ
594;17/02/2014;2025-10-14 22:40:50;8;CIANORTE/PR;2;ATHLETICO/PR;1;CIANORTE/PR
594;17/02/2014;2025-10-14 22:40:50;9;FORTALEZA/CE;7;ITAPIPOCA/CE;0;FORTALEZA/CE
594;17/02/2014;2025-10-14 22:40:50;10;FLUMINENSE/RJ;4;BOAVISTA/RJ;1;FLUMINENSE/RJ
594;17/02/2014;2025-10-14 22:40:50;11;INTERNACIONAL/RS;4;CAXIAS/RS;0;INTERNACIONAL/RS
594;17/02/2014;2025-10-14 22:40:50;12;SAO PAULO/SP;0;PORTUGUESA/SP;0;EMPATE
594;17/02/2014;2025-10-14 22:40:50;13;ITUANO/SP;2;BRAGANTINO/SP;0;ITUANO/SP
594;17/02/2014;2025-10-14 22:40:50;14;ATLETICO/MG;0;CRUZEIRO/MG;0;EMPATE
595;24/02/2014;2025-10-14 22:40:56;1;FLUMINENSE/RJ;0;BOTAFOGO/RJ;3;BOTAFOGO/RJ
595;24/02/2014;2025-10-14 22:40:56;2;VITORIA/BA;1;BAHIA/BA;1;EMPATE
595;24/02/2014;2025-10-14 22:40:56;3;VOLTA REDONDA/RJ;1;BANGU/RJ;2;BANGU/RJ
595;24/02/2014;2025-10-14 22:40:56;4;AMERICA/RN;3;ABC/RN;2;AMERICA/RN
595;24/02/2014;2025-10-14 22:40:56;5;REMO/PA;1;PAYSANDU/PA;1;EMPATE
595;24/02/2014;2025-10-14 22:40:56;6;AVAI/SC;1;CHAPECOENSE/SC;2;CHAPECOENSE/SC
595;24/02/2014;2025-10-14 22:40:56;7;VILA NOVA/GO;0;ATLETICO/GO;2;ATLETICO/GO
595;24/02/2014;2025-10-14 22:40:56;8;VASCO DA GAMA/RJ;1;CABOFRIENSE/RJ;2;CABOFRIENSE/RJ
595;24/02/2014;2025-10-14 22:40:56;9;JUVENTUS/SC;1;CRICIUMA/SC;1;EMPATE
595;24/02/2014;2025-10-14 22:40:56;10;BOTAFOGO/SP;3;PALMEIRAS/SP;1;BOTAFOGO/SP
595;24/02/2014;2025-10-14 22:40:56;11;BOA ESPORTE CLUBE/MG;1;CRUZEIRO/MG;3;CRUZEIRO/MG
595;24/02/2014;2025-10-14 22:40:56;12;VERANOPOLIS/RS;1;INTERNACIONAL/RS;0;VERANOPOLIS/RS
595;24/02/2014;2025-10-14 22:40:56;13;ATLETICO/MG;3;AMERICA/MG;2;ATLETICO/MG
595;24/02/2014;2025-10-14 22:40:56;14;SAO PAULO/SP;0;SANTOS/SP;0;EMPATE
596;06/03/2014;2025-10-14 22:41:03;1;VILLA NOVA/MG;1;ATLETICO/MG;4;ATLETICO/MG
596;06/03/2014;2025-10-14 22:41:03;2;CEILANDIA/DF;0;BRASILIENSE/DF;0;EMPATE
596;06/03/2014;2025-10-14 22:41:03;3;ALECRIM/RN;1;AMERICA/RN;1;EMPATE
596;06/03/2014;2025-10-14 22:41:03;4;UNIAO BARBARENSE/SP;0;GUARANI/SP;2;GUARANI/SP
596;06/03/2014;2025-10-14 22:41:03;5;LONDRINA/PR;0;PARANA/PR;0;EMPATE
596;06/03/2014;2025-10-14 22:41:03;6;GREMIO BARUERI/SP;0;SAO CAETANO/SP;2;SAO CAETANO/SP
596;06/03/2014;2025-10-14 22:41:03;7;BOTAFOGO/RJ;0;MACAE/RJ;2;MACAE/RJ
596;06/03/2014;2025-10-14 22:41:03;8;INTERPORTO/TO;1;TOCANTINOPOLIS/TO;0;INTERPORTO/TO
596;06/03/2014;2025-10-14 22:41:03;9;FLAMENGO/RJ;2;NOVA IGUACU/RJ;1;FLAMENGO/RJ
596;06/03/2014;2025-10-14 22:41:03;10;CAPIVARIANO/SP;1;MIRASSOL/SP;3;MIRASSOL/SP
596;06/03/2014;2025-10-14 22:41:03;11;ARAGUAINA/TO;0;GURUPI/TO;3;GURUPI/TO
596;06/03/2014;2025-10-14 22:41:03;12;RIO BRANCO/SP;1;SAO BENTO/SP;1;EMPATE
596;06/03/2014;2025-10-14 22:41:03;13;PONTE PRETA/SP;2;OESTE/SP;1;PONTE PRETA/SP
596;06/03/2014;2025-10-14 22:41:03;14;SAO CARLOS/SP;2;AMERICA/SP;2;EMPATE
597;10/03/2014;2025-10-14 22:41:09;1;BOTAFOGO/RJ;0;FLAMENGO/RJ;2;FLAMENGO/RJ
597;10/03/2014;2025-10-14 22:41:09;2;FORTALEZA/CE;1;CEARA/CE;1;EMPATE
597;10/03/2014;2025-10-14 22:41:09;3;GOIAS/GO;1;ATLETICO/GO;1;EMPATE
597;10/03/2014;2025-10-14 22:41:09;4;PARANA/PR;4;ATHLETICO/PR;0;PARANA/PR
597;10/03/2014;2025-10-14 22:41:09;5;VERANOPOLIS/RS;1;SAO JOSE/RS;1;EMPATE
597;10/03/2014;2025-10-14 22:41:09;6;CRUZEIRO/MG;2;TUPI/MG;1;CRUZEIRO/MG
597;10/03/2014;2025-10-14 22:41:09;7;SANTA CRUZ/RN;1;ABC/RN;1;EMPATE
597;10/03/2014;2025-10-14 22:41:09;8;LONDRINA/PR;2;CORITIBA/PR;0;LONDRINA/PR
597;10/03/2014;2025-10-14 22:41:09;9;DUQUE DE CAXIAS/RJ;2;FLUMINENSE/RJ;2;EMPATE
597;10/03/2014;2025-10-14 22:41:09;10;BOAVISTA/RJ;1;VOLTA REDONDA/RJ;0;BOAVISTA/RJ
597;10/03/2014;2025-10-14 22:41:09;11;AMERICA/MG;1;VILLA NOVA/MG;1;EMPATE
597;10/03/2014;2025-10-14 22:41:09;12;GUARANI/MG;0;ATLETICO/MG;1;ATLETICO/MG
597;10/03/2014;2025-10-14 22:41:09;13;PAULISTA/SP;1;PALMEIRAS/SP;3;PALMEIRAS/SP
597;10/03/2014;2025-10-14 22:41:09;14;CORINTHIANS/SP;2;SAO PAULO/SP;3;SAO PAULO/SP
598;17/03/2014;2025-10-14 22:41:15;1;FLUMINENSE/RJ;1;VASCO DA GAMA/RJ;1;EMPATE
598;17/03/2014;2025-10-14 22:41:15;2;MOGI MIRIM/SP;1;PAULISTA/SP;0;MOGI MIRIM/SP
598;17/03/2014;2025-10-14 22:41:15;3;ATLETICO/MG;3;BOA ESPORTE CLUBE/MG;0;ATLETICO/MG
598;17/03/2014;2025-10-14 22:41:15;4;SALGUEIRO/PE;2;SPORT/PE;1;SALGUEIRO/PE
598;17/03/2014;2025-10-14 22:41:15;5;CAXIAS/RS;2;NOVO HAMBURGO/RS;1;CAXIAS/RS
598;17/03/2014;2025-10-14 22:41:15;6;SAO FRANCISCO/PA;3;GAVIAO/PA;1;SAO FRANCISCO/PA
598;17/03/2014;2025-10-14 22:41:15;7;VITORIA CONQUISTA/BA;2;BAHIA/BA;3;BAHIA/BA
598;17/03/2014;2025-10-14 22:41:15;8;SAO PAULO/SP;0;ITUANO/SP;1;ITUANO/SP
598;17/03/2014;2025-10-14 22:41:15;9;FLAMENGO/RJ;2;BANGU/RJ;2;EMPATE
598;17/03/2014;2025-10-14 22:41:15;10;BRAGANTINO/SP;2;SAO BERNARDO/SP;1;BRAGANTINO/SP
598;17/03/2014;2025-10-14 22:41:15;11;ATLETICO/GO;2;CRAC/GO;0;ATLETICO/GO
598;17/03/2014;2025-10-14 22:41:15;12;CEARA/CE;5;HORIZONTE/CE;1;CEARA/CE
598;17/03/2014;2025-10-14 22:41:15;13;BOAVISTA/RJ;2;BOTAFOGO/RJ;1;BOAVISTA/RJ
598;17/03/2014;2025-10-14 22:41:15;14;PALMEIRAS/SP;3;PONTE PRETA/SP;2;PALMEIRAS/SP
599;24/03/2014;2025-10-14 22:41:21;1;SANTOS/SP;2;PALMEIRAS/SP;1;SANTOS/SP
599;24/03/2014;2025-10-14 22:41:21;2;CENTRAL/PE;1;SALGUEIRO/PE;0;CENTRAL/PE
599;24/03/2014;2025-10-14 22:41:21;3;MOTO CLUBE/MA;1;SAMPAIO CORREA/MA;0;MOTO CLUBE/MA
599;24/03/2014;2025-10-14 22:41:21;4;BOTAFOGO/SP;0;SAO PAULO/SP;2;SAO PAULO/SP
599;24/03/2014;2025-10-14 22:41:21;5;ALECRIM/RN;2;ABC/RN;0;ALECRIM/RN
599;24/03/2014;2025-10-14 22:41:21;6;FLAMENGO/RJ;5;CABOFRIENSE/RJ;3;FLAMENGO/RJ
599;24/03/2014;2025-10-14 22:41:21;7;SAO BERNARDO/SP;5;OESTE/SP;2;SAO BERNARDO/SP
599;24/03/2014;2025-10-14 22:41:21;8;FORTALEZA/CE;3;GUARANY/CE;1;FORTALEZA/CE
599;24/03/2014;2025-10-14 22:41:21;9;VASCO DA GAMA/RJ;4;DUQUE DE CAXIAS/RJ;0;VASCO DA GAMA/RJ
599;24/03/2014;2025-10-14 22:41:21;10;BOTAFOGO/RJ;1;NOVA IGUACU/RJ;1;EMPATE
599;24/03/2014;2025-10-14 22:41:21;11;NAUTICO/PE;3;SANTA CRUZ/PE;5;SANTA CRUZ/PE
599;24/03/2014;2025-10-14 22:41:21;12;FLUMINENSE/RJ;3;VOLTA REDONDA/RJ;1;FLUMINENSE/RJ
599;24/03/2014;2025-10-14 22:41:21;13;PARANA/PR;0;ATHLETICO/PR;2;ATHLETICO/PR
599;24/03/2014;2025-10-14 22:41:21;14;BAHIA/BA;2;VITORIA/BA;0;BAHIA/BA
600;31/03/2014;2025-10-14 22:41:27;1;FLUMINENSE/RJ;0;VASCO DA GAMA/RJ;1;VASCO DA GAMA/RJ
600;31/03/2014;2025-10-14 22:41:27;2;PAYSANDU/PA;0;REMO/PA;0;EMPATE
600;31/03/2014;2025-10-14 22:41:27;3;ATLETICO/MG;1;AMERICA/MG;1;EMPATE
600;31/03/2014;2025-10-14 22:41:27;4;CEARA/CE;3;FORTALEZA/CE;1;CEARA/CE
600;31/03/2014;2025-10-14 22:41:27;5;SPORT/PE;0;NAUTICO/PE;1;NAUTICO/PE
600;31/03/2014;2025-10-14 22:41:27;6;FLAMENGO/RJ;3;CABOFRIENSE/RJ;1;FLAMENGO/RJ
600;31/03/2014;2025-10-14 22:41:27;7;HORIZONTE/CE;1;GUARANY/CE;1;EMPATE
600;31/03/2014;2025-10-14 22:41:27;8;PARAGOMINAS/PA;1;GAVIAO/PA;0;PARAGOMINAS/PA
600;31/03/2014;2025-10-14 22:41:27;9;CONFIANCA/SE;2;ITABAIANA/SE;0;CONFIANCA/SE
600;31/03/2014;2025-10-14 22:41:27;10;METROPOLITANO/SC;0;JOINVILLE/SC;0;EMPATE
600;31/03/2014;2025-10-14 22:41:27;11;CRUZEIRO/MG;2;BOA ESPORTE CLUBE/MG;1;CRUZEIRO/MG
600;31/03/2014;2025-10-14 22:41:27;12;PORTO/PE;0;SALGUEIRO/PE;1;SALGUEIRO/PE
600;31/03/2014;2025-10-14 22:41:27;13;CENTRAL/PE;1;SANTA CRUZ/PE;1;EMPATE
600;31/03/2014;2025-10-14 22:41:27;14;CRICIUMA/SC;2;FIGUEIRENSE/SC;3;FIGUEIRENSE/SC
601;07/04/2014;2025-10-14 22:47:08;1;VASCO DA GAMA/RJ;1;FLAMENGO/RJ;1;EMPATE
601;07/04/2014;2025-10-14 22:47:08;2;ABC/RN;0;AMERICA/RN;1;AMERICA/RN
601;07/04/2014;2025-10-14 22:47:08;3;GAVIAO/PA;1;REMO/PA;2;REMO/PA
601;07/04/2014;2025-10-14 22:47:08;4;TREZE/PB;1;CAMPINENSE/PB;1;EMPATE
601;07/04/2014;2025-10-14 22:47:08;5;CSA/AL;0;ASA/AL;3;ASA/AL
601;07/04/2014;2025-10-14 22:47:08;6;PAYSANDU/PA;3;INDEPENDENTE/PA;1;PAYSANDU/PA
601;07/04/2014;2025-10-14 22:47:08;7;ATLETICO/MG;0;CRUZEIRO/MG;0;EMPATE
601;07/04/2014;2025-10-14 22:47:08;8;LINHARES/ES;3;VITORIA/ES;2;LINHARES/ES
601;07/04/2014;2025-10-14 22:47:08;9;SANTA CRUZ/PA;0;CAMETA/PA;0;EMPATE
601;07/04/2014;2025-10-14 22:47:08;10;SAO FRANCISCO/PA;2;PARAGOMINAS/PA;1;SAO FRANCISCO/PA
601;07/04/2014;2025-10-14 22:47:08;11;ICASA/CE;3;FORTALEZA/CE;1;ICASA/CE
601;07/04/2014;2025-10-14 22:47:08;12;GUARANY/CE;2;CEARA/CE;3;CEARA/CE
601;07/04/2014;2025-10-14 22:47:08;13;JOINVILLE/SC;2;FIGUEIRENSE/SC;1;JOINVILLE/SC
601;07/04/2014;2025-10-14 22:47:08;14;ITUANO/SP;1;SANTOS/SP;0;ITUANO/SP
602;14/04/2014;2025-10-14 22:47:14;1;FLAMENGO/RJ;1;VASCO DA GAMA/RJ;1;EMPATE
602;14/04/2014;2025-10-14 22:47:14;2;GOIAS/GO;0;ATLETICO/GO;1;ATLETICO/GO
602;14/04/2014;2025-10-14 22:47:14;3;FIGUEIRENSE/SC;2;JOINVILLE/SC;1;FIGUEIRENSE/SC
602;14/04/2014;2025-10-14 22:47:14;4;CRUZEIRO/MG;0;ATLETICO/MG;0;EMPATE
602;14/04/2014;2025-10-14 22:47:14;5;SPORT/PE;1;SANTA CRUZ/PE;0;SPORT/PE
602;14/04/2014;2025-10-14 22:47:14;6;SAO FRANCISCO/PA;1;PAYSANDU/PA;1;EMPATE
602;14/04/2014;2025-10-14 22:47:14;7;CRB/AL;1;CSA/AL;0;CRB/AL
602;14/04/2014;2025-10-14 22:47:14;8;SANTOS/SP;1;ITUANO/SP;0;SANTOS/SP
602;14/04/2014;2025-10-14 22:47:14;9;FORTALEZA/CE;3;ICASA/CE;1;FORTALEZA/CE
602;14/04/2014;2025-10-14 22:47:14;10;CEARA/CE;5;GUARANY/CE;2;CEARA/CE
602;14/04/2014;2025-10-14 22:47:14;11;CAMETA/PA;0;INDEPENDENTE/PA;2;INDEPENDENTE/PA
602;14/04/2014;2025-10-14 22:47:14;12;CAMPINENSE/PB;2;TREZE/PB;1;CAMPINENSE/PB
602;14/04/2014;2025-10-14 22:47:14;13;VITORIA/BA;2;BAHIA/BA;2;EMPATE
602;14/04/2014;2025-10-14 22:47:14;14;INTERNACIONAL/RS;4;GREMIO/RS;1;INTERNACIONAL/RS
603;22/04/2014;2025-10-14 22:47:20;1;ATLETICO/MG;0;CORINTHIANS/SP;0;EMPATE
603;22/04/2014;2025-10-14 22:47:20;2;SAO PAULO/SP;3;BOTAFOGO/RJ;0;SAO PAULO/SP
